track_id,label,window_start_frame,avg_speed,total_distance,straightness,median_speed,mean_turning_angle,angular_velocity,jump_frequency,speed_15s_mean,speed_15s_max,speed_15s_std,angle_15s_mean,angle_15s_std,jump_15s_max
0,0,0,42.18998305932436,1264.2931590110868,0.18480019300019646,26.80764816241783,36.389059045838145,1091.6717713751445,6.8409343715239155,42.22426595060952,46.02707148549171,3.8028055348821894,36.30641739584402,2.3423640818961466,7.015590200445434
0,0,0,105.31096179106164,3155.818488338814,0.037992372929699154,82.7831504594966,23.603754020295735,708.112620608872,6.206896551724138,105.36110946084689,125.27608286728619,19.9149734064393,23.52233213783546,5.069478896492814,7.149220489977728
0,0,0,105.32444777568384,3156.222618344659,0.0685914819750457,77.854479639902,21.08611779731561,632.5835339194681,6.907675194660735,105.27976362350813,107.80659602921888,2.526832405710742,21.10986409172858,3.698957593682163,7.149220489977728
0,0,0,67.64698420205914,2027.1546265883726,0.1794542066009021,47.299260036493415,31.41277590123122,942.3832770369365,7.10789766407119,67.67121116038847,75.88959505873541,8.218383898346943,31.238305970318063,9.027143754006499,7.082405345211582
0,0,900,42.0860698830862,1261.1792274964835,0.07948164493498994,25.16068361551306,36.839040254676576,1105.1712076402973,8.642936596218021,42.047475607471014,46.02056726832974,3.9730916608587314,36.80936299681247,0.7047308095587859,9.688195991091314
0,0,900,98.35519559200053,2947.377361240283,0.11260288709621306,75.30239040030507,22.46489879070475,673.9469637211424,6.774193548387097,98.40827658906827,111.98216330859246,13.573886719524197,22.48271131886692,0.6646098551335946,7.349665924276169
0,0,900,90.83138633973253,2721.913877313984,0.04489281941925295,63.42570456841428,22.832516147603588,684.9754844281078,7.508342602892102,90.79087337604267,97.20075392021657,6.409880544173909,22.84799467920054,0.3408856181439983,7.817371937639198
0,0,900,58.453269277303754,1751.649636009869,0.11728146642711566,37.33764856013278,29.019500203681424,870.5850061104427,7.308120133481647,58.436064703073605,73.12960938214982,14.693544679076219,29.05302724126433,3.7488192297979097,7.951002227171492
0,0,1800,63.72161584521433,1909.5244214949225,0.2043156012996467,45.2880779013637,23.642872883316603,709.2861864994981,7.174638487208009,63.67270031840755,67.8527006455611,4.180000327153547,23.84538159809476,2.8391878052725303,7.149220489977728
0,0,1800,109.7234749910913,3288.0468005663697,0.14235257673023116,85.99331369356536,23.142539290864416,694.2761787259325,6.807563959955506,109.71620552938444,117.97699497571904,8.260789446334591,23.31964725679834,2.3005504424499996,6.881959910913141
0,0,1800,107.46460052636243,3220.3558624399943,0.1480818048065228,72.3255141703104,23.70999993470583,711.299998041175,7.441601779755284,107.58427157371918,120.69829138988422,13.11401981616504,23.86651758779321,0.9519352343511169,7.616926503340757
0,0,1800,64.00672789098074,1918.0682791330564,0.0453546942362826,44.52246623896794,24.175712031893003,725.2713609567901,6.941045606229144,64.04960843428918,69.7571090201831,5.707500585893908,24.22419141432635,0.4515725293266737,7.216035634743875
0,0,2700,109.48262366352967,3280.829289117106,0.09908206211189238,86.70207609971038,17.252171832971516,517.5651549891455,6.173526140155729,109.47761691681052,115.55607427189942,6.078457355088908,17.269586494889438,0.5844468023398406,6.614699331848552
0,0,2700,77.32156625808771,2317.069602200695,0.12481892561107572,52.6335444369838,32.471983243005475,974.1594972901644,7.341490545050056,77.36798146877189,83.38003053354815,6.012049064776257,33.10444598725633,4.079887756701677,7.951002227171492
0,0,2700,117.14748372217726,3510.5195955412455,0.08207597578388494,73.86155969108746,30.9282618086997,927.8478542609906,8.509454949944383,117.19869743274978,122.88403495041378,5.685337517663989,30.735157210445536,1.0879941223472471,8.351893095768373
0,0,2700,59.54472382493022,1784.3568906204089,0.13525827337444013,34.54692460987033,29.25948537935067,877.7845613805202,7.775305895439377,59.60235887040181,69.37649794987718,9.774139079475368,29.240060621603334,2.4400295765562188,9.420935412026726
0,0,3600,64.98210760805281,1947.2971579879827,0.04200221698849887,38.708138679095285,27.88926707042551,836.6780121127653,8.642936596218021,65.04903239806308,71.2391233520703,6.190090954007211,27.9202248338338,2.5569252663676245,8.485523385300668
0,0,3600,68.4603205052494,2051.5276044739735,0.04185286638116359,37.19274122728765,28.344671856871038,850.3401557061311,8.776418242491658,68.41393476760112,68.42548082824081,0.011546060639680888,28.16749544897258,0.9863049085672895,10.623608017817372
0,0,3600,141.7400178923956,4247.4758695087885,0.04529210366638301,97.52630414406103,26.090895149204922,782.7268544761475,7.875417130144606,141.86187649935505,158.97966945439555,17.117792955040493,27.93727096751963,8.312657740268554,9.821826280623608
0,0,3600,99.40969411571821,2912.7040375905435,0.04434748351451419,70.04470001363596,24.93678182116157,748.1034546348473,6.962457337883959,99.77389034608572,113.01890549662697,13.245015150541242,24.87834514033706,1.179844184510964,8.181818181818182
0,0,4500,83.12462234811039,2490.9678496983743,0.16042264345061186,64.37918918408316,20.93064012724311,627.9192038172931,6.340378197997776,83.18836321483732,87.9019146774124,4.71355146257509,20.847030424479243,2.1611317686002636,6.6815144766147
0,0,4500,108.17797318887176,3241.7332632265234,0.07758839927129837,67.27295147382537,36.80855586725555,1104.2566760176667,7.708565072302559,108.29843863785715,109.58621165256879,1.2877730147116537,36.91434337081563,1.0651207550227682,8.285077951002227
0,0,4500,163.6615462324908,4904.391002100308,0.06505136828803595,142.26011387595597,12.203376273751536,366.101288212546,4.872080088987764,163.67405898290687,167.75841580253166,4.084356819624787,12.21664048598049,2.3299980164171252,5.478841870824054
