track_id,label,window_start_frame,avg_speed,total_distance,straightness,median_speed,mean_turning_angle,angular_velocity,jump_frequency,trajectory_entropy,fractal_dimension,sinuosity,velocity_autocorrelation,speed_30s_mean,speed_30s_max,speed_30s_std,angle_30s_mean,angle_30s_std,jump_30s_max
0,0,0,75.51736165235604,22652.6912503184,0.00908018991910408,53.43032846614283,24.435411394858452,733.0623418457536,7.334148238693189,5.78538507652397,1.6237053174431968,110.1298550921353,0.3620432677418747,75.53282896640779,111.60112140543663,23.349521481348344,24.531466637741566,6.6098496376421085,8.642936596218021
0,0,0,103.11870516696635,30932.174259917672,0.016954888379743776,74.34978143881762,25.494615551098256,764.8384665329477,7.520835648405379,5.339214405591312,1.598166550395966,58.980040304760294,0.206558769014188,103.09602060665561,124.45609049022109,16.788937365673828,25.813732929304944,6.4572737305582635,9.377085650723027
0,0,0,120.10186689315609,36026.556672383726,0.0021060694704905666,85.8062934754781,22.506999099071205,675.2099729721363,7.460828980997889,5.791429757186935,1.6925504513344711,474.8181453706131,0.08931140162170188,120.05515700091253,163.6615462324908,19.605724442017,22.754381401022993,4.608451952998307,8.509454949944383
0,0,2250,88.1902267093842,26454.128338591618,0.008637537170743417,65.26637725506278,20.891297667569397,626.7389300270819,7.100788976552951,5.5101764320479285,1.5459011407747403,115.77374200913937,0.3284602960167769,88.22280910481268,121.31804051013061,14.908901006979088,20.943286394569625,3.151507875451241,8.70967741935484
0,0,2250,109.27341343572712,32778.38158360361,0.01590376679197524,80.773572410784,23.770240585673523,713.1072175702058,7.544171574619403,5.500036257849663,1.6185377697465066,62.8781855946594,0.2325339914682911,109.27728060257694,131.8443308696124,19.898148666821427,24.309919288300676,7.7407021964799005,9.977753058954395
0,0,2250,129.11683802559085,35081.044891553036,0.004820699077980703,94.842237426158,21.952876420035025,658.5862926010509,7.026131762973868,5.737671020730997,1.6968785725250548,207.43879338323697,0.07151347200811455,133.91566838165443,179.55925350498737,21.5791762151402,21.776263049751773,5.850399792918805,9.010011123470523
0,0,4500,86.11114217829453,25830.472282082417,0.003351582140677165,62.758107046019866,21.612000777029795,648.3600233108941,7.190798977664185,5.409746405304342,1.536769148840264,298.36654989394253,0.34849016741067546,86.13763289133888,111.60112140543663,19.29150132468795,21.591297871623762,3.007363330457046,7.608453837597331
0,0,4500,110.99146728943418,33293.74047125394,0.01415085222133681,82.92653375126694,21.2172609752,636.5178292559999,7.164129347705301,5.698338043044142,1.6668805364665962,70.66712197673785,0.22166041397586525,110.97606101791186,139.79295675727744,17.025915192661415,21.476508798179903,7.35808848006054,9.377085650723027
0,0,4500,129.65726783082667,25503.584582323605,0.0075057492083615935,98.58001825927948,20.15472207863915,604.6416623591746,6.639552618200305,5.781151588271132,1.685976018405939,133.23120347346202,0.08589634358087236,128.72389961936256,163.6615462324908,18.53883325294285,20.1444673169451,3.985724265504653,7.341490545050056
0,0,6750,88.01443898868627,26401.39788197292,0.007151845820225443,64.31834885940708,21.722763830444375,651.6829149133313,7.207467496388488,5.3644268996575155,1.5990193853662282,139.82404335003935,0.36059474508413264,88.06509374860596,121.31804051013061,16.335424456592406,21.74209588392568,3.5191331857699466,8.70967741935484
